current_path,current_name,dataset_folder,original_name,md5
Data/cow_dataset1/cow_dataset1_1/cow_dataset1_1.jpg,cow_dataset1_1.jpg,cow_dataset1,00000002_jpg.rf.7df1742a916e409870545307d5b1d186.jpg,d36ee29a3118949598d6bc6f0cf5c811
Data/cow_dataset1/cow_dataset1_10/cow_dataset1_10.jpg,cow_dataset1_10.jpg,cow_dataset1,00000015_jpg.rf.024179392e5079fbf792ee0b10c24961.jpg,0eac702f0243c192f99d3352464cc7d8
Data/cow_dataset1/cow_dataset1_100/cow_dataset1_100.jpg,cow_dataset1_100.jpg,cow_dataset1,1-1024-_jpg.rf.a846822b40687f66d2d3884c68291597.jpg,5ae37289a4ff2fe753ef8417f9bac500
Data/cow_dataset1/cow_dataset1_1000/cow_dataset1_1000.jpg,cow_dataset1_1000.jpg,cow_dataset1,cattle-2367-_jpg.rf.9d20b1d2b422896f0dcf70de8fa3b536.jpg,303a93c9311707c60811dbe3a48ece79
Data/cow_dataset1/cow_dataset1_1001/cow_dataset1_1001.jpg,cow_dataset1_1001.jpg,cow_dataset1,cattle-2369-_jpg.rf.74690c9e4523ae3c6541b17396093010.jpg,711e7ce2f5e24cb57ecc40a0c90d7e60
Data/cow_dataset1/cow_dataset1_1002/cow_dataset1_1002.jpg,cow_dataset1_1002.jpg,cow_dataset1,cattle-2371-_jpg.rf.86dc9eecebc28b11f56ee122ef6ddd67.jpg,bd84da227de8de8ba8b3bcd25b7441a1
Data/cow_dataset1/cow_dataset1_1003/cow_dataset1_1003.jpg,cow_dataset1_1003.jpg,cow_dataset1,cattle-2373-_jpg.rf.ebdb259e0b3d744e2c6e42849f7e695c.jpg,32f49d05df6a4f4cb27675d101107ef5
Data/cow_dataset1/cow_dataset1_1004/cow_dataset1_1004.jpg,cow_dataset1_1004.jpg,cow_dataset1,cattle-2375-_jpg.rf.71c9b12382621e8af75e97e3eea59ef8.jpg,78158890439bb10df1df941b86b08b60
Data/cow_dataset1/cow_dataset1_1005/cow_dataset1_1005.jpg,cow_dataset1_1005.jpg,cow_dataset1,cattle-2377-_jpg.rf.f6ddb8a495e70dd2bdedecb34c99067f.jpg,3546690bdedfe892ac451e64ef8b08b4
Data/cow_dataset1/cow_dataset1_1006/cow_dataset1_1006.jpg,cow_dataset1_1006.jpg,cow_dataset1,cattle-2379-_jpg.rf.f09c891329fee410e9cf5cf129d357a0.jpg,f84dddcddfbc67f60c3d78466bae861b
Data/cow_dataset1/cow_dataset1_1007/cow_dataset1_1007.jpg,cow_dataset1_1007.jpg,cow_dataset1,cattle-2381-_jpg.rf.dbcdeff38da070188e239137b9ad7a79.jpg,50d7641a099b9f4750d9fb214ef145fa
Data/cow_dataset1/cow_dataset1_1008/cow_dataset1_1008.jpg,cow_dataset1_1008.jpg,cow_dataset1,cattle-2383-_jpg.rf.e59996d54e97ced1d89eba1a5823e6a0.jpg,e7072282f89e1ea41f7e81f149986fcc
Data/cow_dataset1/cow_dataset1_1009/cow_dataset1_1009.jpg,cow_dataset1_1009.jpg,cow_dataset1,cattle-2385-_jpg.rf.4064760dbe9f4f690032e15a1718fab3.jpg,8b25dd535c7f3b722670ad2e4f6fe810
Data/cow_dataset1/cow_dataset1_101/cow_dataset1_101.jpg,cow_dataset1_101.jpg,cow_dataset1,1-1026-_jpg.rf.465b58cd00be8dab58fe0ddf38023041.jpg,5c57e93bf656ecbcb3b28d7e4ccd9241
Data/cow_dataset1/cow_dataset1_1010/cow_dataset1_1010.jpg,cow_dataset1_1010.jpg,cow_dataset1,cattle-2387-_jpg.rf.d89c31283c8bd6ddaf96b5472bc06263.jpg,1dd92b8dc885464e7996bdc141228656
Data/cow_dataset1/cow_dataset1_1011/cow_dataset1_1011.jpg,cow_dataset1_1011.jpg,cow_dataset1,cattle-2389-_jpg.rf.c934f31c5fc1adac873c5066e56206cb.jpg,ebf2bdc1ff7ffae2afca5bc4aa8293c4
Data/cow_dataset1/cow_dataset1_1012/cow_dataset1_1012.jpg,cow_dataset1_1012.jpg,cow_dataset1,cattle-2393-_jpg.rf.6cea079e4f3394b77bc8c02b4294c0b5.jpg,eb5e0eb0ee5e088676639e7487facde5
Data/cow_dataset1/cow_dataset1_1013/cow_dataset1_1013.jpg,cow_dataset1_1013.jpg,cow_dataset1,cattle-2395-_jpg.rf.683b52cb382e7c80cd4eef0633340e4a.jpg,7d8a1512b8315c392efdbfb20076a483
Data/cow_dataset1/cow_dataset1_1014/cow_dataset1_1014.jpg,cow_dataset1_1014.jpg,cow_dataset1,cattle-2397-_jpg.rf.0248c9ee21c8da5d7512adb5a36b84de.jpg,cea4bad5385fc3733eabdab73999d0aa
Data/cow_dataset1/cow_dataset1_1015/cow_dataset1_1015.jpg,cow_dataset1_1015.jpg,cow_dataset1,cattle-2401-_jpg.rf.809c8eda310295e72bb4d714d437d7ca.jpg,a7f45778ea3af498849941ba6594dc7b
