current_path,current_name,dataset_folder,original_name,md5
Data/catdog_dataset1/catdog_dataset1_1/catdog_dataset1_1.jpg,catdog_dataset1_1.jpg,catdog_dataset1,cat_111_jpg.rf.bcef287c6e6f078c52e2fb6964e8f5c1.jpg,c054ffd224229c9e2ae0286f4f2f317c
Data/catdog_dataset1/catdog_dataset1_10/catdog_dataset1_10.jpg,catdog_dataset1_10.jpg,catdog_dataset1,cat_303_jpg.rf.1508f85e4d8316a6ae54771435d3f582.jpg,1362647109180fd4462288a80482ef3d
Data/catdog_dataset1/catdog_dataset1_100/catdog_dataset1_100.jpg,catdog_dataset1_100.jpg,catdog_dataset1,cat_165_jpg.rf.1ee8b52ced9ba488e896a2c30ef79ac4.jpg,b90b6766b11f1571bfd7e71bcd7695b2
Data/catdog_dataset1/catdog_dataset1_101/catdog_dataset1_101.jpg,catdog_dataset1_101.jpg,catdog_dataset1,cat_168_jpg.rf.a8725d9cd441c13a667535a39b4d57c5.jpg,730d2ddc146e08d8c48b9350515e08b5
Data/catdog_dataset1/catdog_dataset1_102/catdog_dataset1_102.jpg,catdog_dataset1_102.jpg,catdog_dataset1,cat_169_jpg.rf.7ad28e58f2db29cadb0be4531d23d1c6.jpg,e9ea87e9ef66fb2313592c4d6e985f8a
Data/catdog_dataset1/catdog_dataset1_103/catdog_dataset1_103.jpg,catdog_dataset1_103.jpg,catdog_dataset1,cat_16_jpg.rf.73f62f11cf221e04b55f4fc428ac700d.jpg,d585ed0f5dc28932358c612a8e57d914
Data/catdog_dataset1/catdog_dataset1_104/catdog_dataset1_104.jpg,catdog_dataset1_104.jpg,catdog_dataset1,cat_172_jpg.rf.ac93dee969f998938f6e2d7e26060be6.jpg,21db5fa3571bf9f8d281af089f2b3a6d
Data/catdog_dataset1/catdog_dataset1_105/catdog_dataset1_105.jpg,catdog_dataset1_105.jpg,catdog_dataset1,cat_177_jpg.rf.7409d459f11bbcee020a1fdc5803e4bd.jpg,d54cec81f31682e3027a6b7b18e08401
Data/catdog_dataset1/catdog_dataset1_106/catdog_dataset1_106.jpg,catdog_dataset1_106.jpg,catdog_dataset1,cat_180_jpg.rf.f069eb67cf278e9d280fc62edbe77db3.jpg,94a90b1558dffd0ee7e32d92a2f54a0a
Data/catdog_dataset1/catdog_dataset1_107/catdog_dataset1_107.jpg,catdog_dataset1_107.jpg,catdog_dataset1,cat_183_jpg.rf.a05ab6e6da97d337b57a191cafd39549.jpg,fe6313a9b7810d8c71ec95c0dbcab967
Data/catdog_dataset1/catdog_dataset1_108/catdog_dataset1_108.jpg,catdog_dataset1_108.jpg,catdog_dataset1,cat_184_jpg.rf.717a8acd0c3561df483ef73a2ef4512b.jpg,312592269a62c107ccd2519461181c1f
Data/catdog_dataset1/catdog_dataset1_109/catdog_dataset1_109.jpg,catdog_dataset1_109.jpg,catdog_dataset1,cat_189_jpg.rf.f90d8ae8cc68728ec7c7507af579fd69.jpg,456e306642838d18b5a45ec4ebaf3cce
Data/catdog_dataset1/catdog_dataset1_11/catdog_dataset1_11.jpg,catdog_dataset1_11.jpg,catdog_dataset1,cat_320_jpg.rf.ff837763bf833569271ef53f6c51c388.jpg,0d70131b9ff7985ee390c6e6a946256f
Data/catdog_dataset1/catdog_dataset1_110/catdog_dataset1_110.jpg,catdog_dataset1_110.jpg,catdog_dataset1,cat_190_jpg.rf.82ef7f3e63b6671d18e2f836f331641c.jpg,c396ac6d1e35569c7baaf4c7e9568b8c
Data/catdog_dataset1/catdog_dataset1_111/catdog_dataset1_111.jpg,catdog_dataset1_111.jpg,catdog_dataset1,cat_191_jpg.rf.b8ea165dc5c116f4ef4b1165f5b66753.jpg,9c53880c67a280a3349dc8d67ceb5bc2
Data/catdog_dataset1/catdog_dataset1_112/catdog_dataset1_112.jpg,catdog_dataset1_112.jpg,catdog_dataset1,cat_1_jpg.rf.9bf33b53f98fa7fd10b54e457cfcdf00.jpg,70300e859ccf6bc5222af2bd2a3d5f44
Data/catdog_dataset1/catdog_dataset1_113/catdog_dataset1_113.jpg,catdog_dataset1_113.jpg,catdog_dataset1,cat_200_jpg.rf.0c9799d455aa3a506ad73c4c410847f5.jpg,660bde9b007662fae7374fcaf9b844e6
Data/catdog_dataset1/catdog_dataset1_114/catdog_dataset1_114.jpg,catdog_dataset1_114.jpg,catdog_dataset1,cat_201_jpg.rf.df2080e6c0e8b3f641f1b3ba7d63343c.jpg,1b7bcecb361749124f71b05cff18fca4
Data/catdog_dataset1/catdog_dataset1_115/catdog_dataset1_115.jpg,catdog_dataset1_115.jpg,catdog_dataset1,cat_202_jpg.rf.9a152db360866a759e01ebeb4a30760b.jpg,a4064fa4dc3b9dad7d73fa7f07e589b8
Data/catdog_dataset1/catdog_dataset1_116/catdog_dataset1_116.jpg,catdog_dataset1_116.jpg,catdog_dataset1,cat_203_jpg.rf.c2a8d085797ba87661f0f6a7c0b5c7c7.jpg,cc10d959be1cc21bba0b6cbdb1f6d5b5
Data/catdog_dataset1/catdog_dataset1_117/catdog_dataset1_117.jpg,catdog_dataset1_117.jpg,catdog_dataset1,cat_207_jpg.rf.6009728f278f34af1cfc0614aeb497f0.jpg,c2ff4b890517598559a02cf6c1fe35e4
Data/catdog_dataset1/catdog_dataset1_118/catdog_dataset1_118.jpg,catdog_dataset1_118.jpg,catdog_dataset1,cat_209_jpg.rf.fc7fd36794d48be718d61f6a23b5bacf.jpg,a6cb77a8f7b66453f946386eff6161e7
Data/catdog_dataset1/catdog_dataset1_119/catdog_dataset1_119.jpg,catdog_dataset1_119.jpg,catdog_dataset1,cat_211_jpg.rf.a557595b07c39f89f5a2813e7b659e94.jpg,c037c2e04cdff0a9d16847f2e79eaa04
Data/catdog_dataset1/catdog_dataset1_12/catdog_dataset1_12.jpg,catdog_dataset1_12.jpg,catdog_dataset1,cat_332_jpg.rf.b8f4d6deb340c09e2e6bd144b333f083.jpg,b9b63db9f6769ed7d3d606e600ff8677
Data/catdog_dataset1/catdog_dataset1_120/catdog_dataset1_120.jpg,catdog_dataset1_120.jpg,catdog_dataset1,cat_214_jpg.rf.b0af725568f056eeeeeefba6bdbe1a30.jpg,45dfa7a1b8dfca176c43448fadd502e1
Data/catdog_dataset1/catdog_dataset1_121/catdog_dataset1_121.jpg,catdog_dataset1_121.jpg,catdog_dataset1,cat_215_jpg.rf.4e93e6dabecf6a6be9f14befbe9a6e18.jpg,fa007357535b3847022cf9933a24ca97
Data/catdog_dataset1/catdog_dataset1_122/catdog_dataset1_122.jpg,catdog_dataset1_122.jpg,catdog_dataset1,cat_217_jpg.rf.a0f5c930872c443e8f7dbdbc45622988.jpg,333af148c3102923252e6b5142edfed0
Data/catdog_dataset1/catdog_dataset1_123/catdog_dataset1_123.jpg,catdog_dataset1_123.jpg,catdog_dataset1,cat_218_jpg.rf.87c1288fd1de532f09908763d08675b3.jpg,8e0b4ba4d1270b1c3bd24f93ee0d459a
Data/catdog_dataset1/catdog_dataset1_124/catdog_dataset1_124.jpg,catdog_dataset1_124.jpg,catdog_dataset1,cat_21_jpg.rf.60db4cbd7ed29dc7887b4c749e1c3717.jpg,0a249a0ee78ce54889afa4f70a8d6a14
Data/catdog_dataset1/catdog_dataset1_125/catdog_dataset1_125.jpg,catdog_dataset1_125.jpg,catdog_dataset1,cat_221_jpg.rf.1c858502624add47eb2645638171b08f.jpg,356f0290349091f9f9d1e6d04753c84b
Data/catdog_dataset1/catdog_dataset1_126/catdog_dataset1_126.jpg,catdog_dataset1_126.jpg,catdog_dataset1,cat_222_jpg.rf.20114cf9716377aebb8c6e63244aa0b4.jpg,b2882f3abd1856ce714a0629f5f7572a
Data/catdog_dataset1/catdog_dataset1_127/catdog_dataset1_127.jpg,catdog_dataset1_127.jpg,catdog_dataset1,cat_223_jpg.rf.0be9ddda64a4a65966d1052d66e6f09f.jpg,f4c89c0aa3f1cc22d691f2e60aa2b635
